,year.FRP,FRP,Uniq_ID,sample_day,infection_status,maturity,Holding_Tank,Low_Tag,High_Tag,sample,temp_trtmnt,treatment_tank,where,tube_number,Comments,death,comments,CW,SC,CH,Test_Date.x,Original_sample_conc_ng.ul.x,volume_ul,tyield_ng,RNA_iso_no_Qubit,Test_Date.y,Qubit_tube_conc_ng.ul,Original_sample_conc_ng.ul.y,volume_ul_sam,tyield_ng_sam,lyophilizer
426,2017-6255,6255,6255_262_12,12,1,I,4W,3601,3810,NA,warm,4,,262,,11/12/17,,132.8,3,19,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
427,2017-6256,6256,6256_146_9,9,1,I,2C,3608,3845,NA,warm,5,anywhere,146,,,,128.4,3,19.2,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
428,2017-6256,6256,6256_283_12,12,1,I,5W,3608,3845,NA,warm,5,,283,,11/11/17,,128.4,3,19.2,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
429,2017-6257,6257,6257_138_9,9,1,I,2C,3614,3800,NA,warm,6,anywhere,138,,,,123,3,16.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
430,2017-6257,6257,6257_363_12,12,1,I,6W,3614,3800,NA,warm,6,,363,,11/12/17,,123,3,16.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
431,2017-6258,6258,6258_140_9,9,3,M,2C,3618,3806,NA,warm,4,anywhere,140,,11/12/17,,126.4,3,27.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
432,2017-6258,6258,6258_261_12,12,3,M,4W,3618,3806,NA,warm,4,,261,,,,126.4,3,27.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
433,2017-6259,6259,6259_139_9,9,0,M,2C,3621,3818,NA,warm,5,anywhere,139,,,,134.7,3,27.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
434,2017-6259,6259,6259_281_12,12,0,M,5W,3621,3818,NA,warm,5,,281,,11/15/17,,134.7,3,27.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
435,2017-6260,6260,6260_136_9,9,0,M,2C,3631,3832,NA,warm,6,anywhere,136,,,,127.3,3,25.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
436,2017-6260,6260,6260_374_12,12,0,M,6W,3631,3832,NA,warm,6,,374,,11/12/17,,127.3,3,25.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
437,2017-6261,6261,6261_164_9,9,1,I,1C,3650,3851,NA,warm,4,anywhere,164,,11/13/17,,126.9,3,18.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
438,2017-6261,6261,6261_273_12,12,1,I,4W,3650,3851,NA,warm,4,,273,,,,126.9,3,18.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
439,2017-6262,6262,6262_168_9,9,1,I,1C,3651,3856,NA,warm,5,anywhere,168,,,,135.5,3,20.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
440,2017-6262,6262,6262_289_12,12,1,I,5W,3651,3856,NA,warm,5,,289,,11/16/17,,135.5,3,20.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
441,2017-6263,6263,6263_179_9,9,1,I,1C,3653,3857,NA,warm,6,anywhere,179,,,,129.2,3,20.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
442,2017-6263,6263,6263_368_12,12,1,I,6W,3653,3857,NA,warm,6,,368,,11/12/17,,129.2,3,20.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
443,2017-6264,6264,6264_180_9,9,0,I,1C,3660,3863,NA,warm,4,anywhere,180,,11/13/17,,125,3,20.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
444,2017-6264,6264,6264_268_12,12,0,I,4W,3660,3863,NA,warm,4,,268,,,,125,3,20.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
445,2017-6265,6265,6265_155_9,9,0,I,1C,3669,3874,NA,warm,5,anywhere,155,,,,133,3,22.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
446,2017-6265,6265,6265_282_12,12,0,I,5W,3669,3874,NA,warm,5,,282,,11/16/17,,133,3,22.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
447,2017-6266,6266,6266_156_9,9,1,I,1C,3671,3875,NA,warm,4,anywhere,156,,11/13/17,,136.6,3,22,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
448,2017-6266,6266,6266_264_12,12,1,I,4W,3671,3875,NA,warm,4,,264,,,,136.6,3,22,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
449,2017-6267,6267,6267_159_9,9,1,I,1C,3672,3876,NA,warm,5,anywhere,159,,,,133,3,19.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
450,2017-6267,6267,6267_288_12,12,1,I,5W,3672,3876,NA,warm,5,,288,,11/17/17,,133,3,19.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
451,2017-6268,6268,6268_97_9,9,0,I,1C,3673,3877,NA,warm,6,anywhere,97,,,,130,3,20.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
452,2017-6268,6268,6268_369_12,12,0,I,6W,3673,3877,NA,warm,6,,369,,11/12/17,,130,3,20.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
453,2017-6269,6269,6269_160_9,9,1,I,1C,3677,3880,NA,warm,6,anywhere,160,,,,145.6,3,22.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
454,2017-6269,6269,6269_364_12,12,1,I,6W,3677,3880,NA,warm,6,,364,,11/12/17,,145.6,3,22.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
455,2017-6270,6270,6270_131_9,9,0,M,3C,3702,3902,NA,warm,4,anywhere,131,,11/12/17,,129.8,4,28.8,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
456,2017-6270,6270,6270_269_12,12,0,M,4W,3702,3902,NA,warm,4,,269,,,,129.8,4,28.8,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
457,2017-6271,6271,6271_105_9,9,0,M,3C,3708,3717,NA,warm,5,anywhere,105,,,,134.1,3,26,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
458,2017-6271,6271,6271_295_12,12,0,M,5W,3708,3717,NA,warm,5,,295,,11/16/17,,134.1,3,26,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
459,2017-6272,6272,6272_111_9,9,0,I,3C,3715,3719,NA,ambient,8,drain end,111,,,,124.5,3,20.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
460,2017-6272,6272,6272_338_12,12,0,I,8A,3715,3719,NA,ambient,8,,338,,11/16/17,,124.5,3,20.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
461,2017-6273,6273,6273_127_9,9,1,I,3C,3720,3915,NA,warm,5,anywhere,127,,,,133.7,3,19.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
462,2017-6273,6273,6273_280_12,12,1,I,5W,3720,3915,NA,warm,5,,280,,11/12/17,,133.7,3,19.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
463,2017-6274,6274,6274_122_9,9,1,I,3C,3721,3908,NA,warm,6,anywhere,122,,,,131.8,3,19.5,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
464,2017-6274,6274,6274_367_12,12,1,I,6W,3721,3908,NA,warm,6,,367,,11/12/17,,131.8,3,19.5,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
465,2017-6275,6275,6275_110_9,9,3,M,3C,3727,3911,NA,warm,6,anywhere,110,,,,127.1,3,26.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
466,2017-6275,6275,6275_372_12,12,3,M,6W,3727,3911,NA,warm,6,,372,,11/12/17,,127.1,3,26.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
467,2017-6276,6276,6276_50_9,9,0,I,9A,3381,3517,NA,ambient,9,drain end,50,,11/10/17,,112,4,19.5,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
468,2017-6277,6277,6277_177_9,9,0,I,1C,3652,3855,NA,cold,3,drain end,177,,11/10/17,,126.3,3,22.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
469,2017-6278,6278,6278_147_9,9,1,I,2C,3633,3812,NA,cold,1,drain end,147,,,,128.4,4,18,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
470,2017-6278,6278,6278__12,12,1,I,1C,3633,3812,NA,cold,1,,NA,,"tubes 211,217 not recorded; 219 recorded twice",,128.4,4,18,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
471,2017-6278,6278,6278_413_26,26,1,I,1C,3633,3812,NA,cold,1,,413,,,,128.4,4,18,NA,NA,35,#VALUE!,,8/9/18 13:02,Out of range,Out of range,10,#VALUE!,
472,2017-6279,6279,6279_13_9,9,1,I,8A,3182,3184,NA,cold,1,drain end,13,,"3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure",,111.6,3,13.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
473,2017-6279,6279,6279_219_12,12,1,I,1C,3182,3184,NA,cold,1,,219,,"3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure",,111.6,3,13.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
474,2017-6279,6279,6279_411_26,26,1,I,1C,3182,3184,NA,cold,1,,411,,"3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure",,111.6,3,13.9,NA,NA,35,#VALUE!,y,NA,NA,NA,10,#VALUE!,
475,2017-6280,6280,6280_tes_NA,NA,3,NA,NA,3114,3133,NA,,NA,,NA,for Steven to test RNA yield; not in experiment,,,#N/A,#N/A,#N/A,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
476,2017-6281,6281,6281_tes_NA,NA,3,I,NA,3712,3726,NA,,NA,,NA,for Steven to test RNA yield; not in experiment,,,131.4,3,22.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
477,2017-6282,6282,6282_tes_NA,NA,3,M,NA,3016,3424,NA,,NA,,NA,for Steven to test RNA yield; not in experiment,,,129.5,3,26.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
