"","year.FRP","FRP","Uniq_ID","sample_day","infection_status","maturity","Holding_Tank","Low_Tag","High_Tag","sample","treatment_tank","where","tube_number","Comments","death","comments","CW","SC","CH","Imm.mat","Run_ID","Assay_Name","Test_Name","Test_Date","Qubit_tube_conc","Units","Original_sample_conc","Units.1","Sample_Volume","Dilution_Factor","Std_1_RFU","Std_2_RFU","Excitation","Emission","Far_Red_RFU","X"
"221","2017-6174",6174,"6174_20_9",9,1,"I","8A",3475,3524,NA,2,"drain end",20,"","","","117.4","3","15.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2017-6174",6174,"6174_233_12",12,1,"I","2C",3475,3524,NA,2,"",233,"","","","117.4","3","15.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2017-6174",6174,"6174_433_26",26,1,"I","2C",3475,3524,NA,2,"",433,"","","","117.4","3","15.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2017-6175",6175,"6175_67_9",9,0,"I","7A",3498,3523,NA,3,"drain end",67,"","Hmm, should have gone into tank 1, but went into tank 9.","","116.4","4","19.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2017-6175",6175,"6175_246_12",12,0,"I","3C",3498,3523,NA,3,"",246,"","","","116.4","4","19.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2017-6175",6175,"6175_447_26",26,0,"I","3C",3498,3523,NA,3,"",447,"","","","116.4","4","19.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2017-6176",6176,"6176_48_9",9,0,"M","9A",3512,3537,NA,8,"drain end",48,"","","","102.3","3","20.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2017-6176",6176,"6176_329_12",12,0,"M","8A",3512,3537,NA,8,"",329,"","","","102.3","3","20.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2017-6176",6176,"6176_490_26",26,0,"M","8A",3512,3537,NA,8,"",490,"","","","102.3","3","20.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2017-6177",6177,"6177_54_9",9,1,"I","7A",3532,3594,NA,3,"drain end",54,"","","","120.2","3","17.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2017-6177",6177,"6177_250_12",12,1,"I","3C",3532,3594,NA,3,"",250,"","","","120.2","3","17.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2017-6177",6177,"6177_456_26",26,1,"I","3C",3532,3594,NA,3,"",456,"","","","120.2","3","17.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2017-6178",6178,"6178_124_9",9,0,"M","3C",3544,3559,NA,1,"drain end",124,"","","","138.6","3","30","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2017-6178",6178,"6178_218_12",12,0,"M","1C",3544,3559,NA,1,"",218,"","","","138.6","3","30","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2017-6178",6178,"6178_410_26",26,0,"M","1C",3544,3559,NA,1,"",410,"","","","138.6","3","30","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2017-6179",6179,"6179_34_9",9,0,"M","9A",3561,3588,NA,9,"drain end",34,"","","","117.4","4","23.2","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2017-6179",6179,"6179_315_12",12,0,"M","9A",3561,3588,NA,9,"",315,"","","","117.4","4","23.2","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2017-6179",6179,"6179_515_26",26,0,"M","9A",3561,3588,NA,9,"",515,"","","","117.4","4","23.2","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2017-6180",6180,"6180_149_9",9,0,"I","2C",3610,3813,NA,6,"anywhere",149,"","","","125.4","3","19.5","I","2018-04-20_142939","RNA High sensitivity","Sample_#180420-143000","4/20/18 14:30","62.7","ng/mL","2.51","ng/uL",5,40,86.13,1769.69,"Red","Far Red",316.27,""
"240","2017-6180",6180,"6180_370_12",12,0,"I","6W",3610,3813,NA,6,"",370,"","","","125.4","3","19.5","I","2018-04-20_142939","RNA High sensitivity","Sample_#180420-143031","4/20/18 14:30","44.9","ng/mL","1.8","ng/uL",5,40,86.13,1769.69,"Red","Far Red",247.3,""
"241","2017-6180",6180,"6180_402_26",26,0,"I","6W",3610,3813,NA,6,"",402,"","","","125.4","3","19.5","I","2018-04-20_142939","RNA High sensitivity","Sample_#180420-143056","4/20/18 14:30","36.4","ng/mL","1.46","ng/uL",5,40,86.13,1769.69,"Red","Far Red",214.77,""
"242","2017-6181",6181,"6181_175_9",9,0,"I","1C",3616,3846,NA,7,"drain end",175,"","","","133.4","3","20.4","I","2018-04-28_154149","RNA High sensitivity","Sample_#180428-154215","4/28/18 15:42","41","ng/mL","1.64","ng/uL",5,40,89.7,1828.43,"Red","Far Red",240.97,""
"243","2017-6181",6181,"6181_355_12",12,0,"I","7A",3616,3846,NA,7,"",355,"","","","133.4","3","20.4","I","2018-04-28_154149","RNA High sensitivity","Sample_#180428-154247","4/28/18 15:42","83","ng/mL","3.32","ng/uL",5,40,89.7,1828.43,"Red","Far Red",408.99,""
"244","2017-6181",6181,"6181_470_26",26,0,"I","7A",3616,3846,NA,7,"",470,"","","","133.4","3","20.4","I","2018-04-28_154149","RNA High sensitivity","Sample_#180428-154318","4/28/18 15:43","132","ng/mL","5.28","ng/uL",5,40,89.7,1828.43,"Red","Far Red",602.55,""
"245","2017-6182",6182,"6182_137_9",9,1,"I","2C",3617,3831,NA,7,"drain end",137,"","","","141.4","4","21.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2017-6182",6182,"6182_354_12",12,1,"I","7A",3617,3831,NA,7,"",354,"BCS+","","","141.4","4","21.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2017-6182",6182,"6182_462_26",26,1,"I","7A",3617,3831,NA,7,"",462,"","","","141.4","4","21.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2017-6183",6183,"6183_141_9",9,1,"I","2C",3619,3804,NA,8,"drain end",141,"","","","140","3","21.1","I","2018-05-01_175527","RNA High sensitivity","Sample_#180501-175847","5/1/18 17:58","Out of range","ng/mL","Out of range","ng/uL",5,40,88.83,1727.58,"Red","Far Red",127.64,""
"249","2017-6183",6183,"6183_322_12",12,1,"I","8A",3619,3804,NA,8,"",322,"","","","140","3","21.1","I","2018-05-01_175527","RNA High sensitivity","Sample_#180501-175925","5/1/18 17:59","67.3","ng/mL","2.69","ng/uL",5,40,88.83,1727.58,"Red","Far Red",330.25,""
"250","2017-6183",6183,"6183_494_26",26,1,"I","8A",3619,3804,NA,8,"",494,"","","","140","3","21.1","I","2018-05-01_175527","RNA High sensitivity","Sample_#180501-175956","5/1/18 17:59","66.4","ng/mL","2.66","ng/uL",5,40,88.83,1727.58,"Red","Far Red",326.93,""
"251","2017-6184",6184,"6184_148_9",9,1,"I","2C",3628,3809,NA,9,"drain end",148,"","","","121.9","3","17.3","I","2018-05-01_142715","RNA High sensitivity","Sample_#180501-142736","5/1/18 14:27","127","ng/mL","5.08","ng/uL",5,40,88.87,1459.43,"Red","Far Red",479.58,""
"252","2017-6184",6184,"6184_318_12",12,1,"I","9A",3628,3809,NA,9,"",318,"","","","121.9","3","17.3","I","2018-05-01_142715","RNA High sensitivity","Sample_#180501-142815","5/1/18 14:28","71","ng/mL","2.84","ng/uL",5,40,88.87,1459.43,"Red","Far Red",302.37,""
"253","2017-6184",6184,"6184_513_26",26,1,"I","9A",3628,3809,NA,9,"",513,"","","","121.9","3","17.3","I","2018-05-01_142715","RNA High sensitivity","Sample_#180501-142848","5/1/18 14:28","36","ng/mL","1.44","ng/uL",5,40,88.87,1459.43,"Red","Far Red",192.41,""
"254","2017-6185",6185,"6185_145_9",9,0,"I","2C",3630,3824,NA,8,"drain end",145,"","","","124.8","3","21.8","I","2018-04-28_154149","RNA High sensitivity","Sample_#180428-154225","4/28/18 15:42","110","ng/mL","4.4","ng/uL",5,40,89.7,1828.43,"Red","Far Red",515,""
"255","2017-6185",6185,"6185_336_12",12,0,"I","8A",3630,3824,NA,8,"",336,"","","","124.8","3","21.8","I","2018-04-28_154149","RNA High sensitivity","Sample_#180428-154258","4/28/18 15:42","65.6","ng/mL","2.62","ng/uL",5,40,89.7,1828.43,"Red","Far Red",339.17,""
"256","2017-6185",6185,"6185_487_26",26,0,"I","8A",3630,3824,NA,8,"",487,"","","","124.8","3","21.8","I","2018-04-28_154149","RNA High sensitivity","Sample_#180428-154328","4/28/18 15:43","87.8","ng/mL","3.51","ng/uL",5,40,89.7,1828.43,"Red","Far Red",428.18,""
"257","2017-6186",6186,"6186_171_9",9,0,"I","1C",3638,3843,NA,9,"drain end",171,"","","","129.4","3","20.8","I","2018-04-28_154149","RNA High sensitivity","Sample_#180428-154236","4/28/18 15:42","85.3","ng/mL","3.41","ng/uL",5,40,89.7,1828.43,"Red","Far Red",418.04,""
"258","2017-6186",6186,"6186_306_12",12,0,"I","9A",3638,3843,NA,9,"",306,"#2","replacement tube","","129.4","3","20.8","I","2018-04-28_154149","RNA High sensitivity","Sample_#180428-154308","4/28/18 15:43","75.8","ng/mL","3.03","ng/uL",5,40,89.7,1828.43,"Red","Far Red",379.98,""
"259","2017-6186",6186,"6186_510_26",26,0,"I","9A",3638,3843,NA,9,"",510,"","","","129.4","3","20.8","I","2018-04-28_154149","RNA High sensitivity","Sample_#180428-154338","4/28/18 15:43","40.5","ng/mL","1.62","ng/uL",5,40,89.7,1828.43,"Red","Far Red",238.81,""
"260","2017-6187",6187,"6187_158_9",9,1,"I","1C",3641,3838,NA,2,"drain end",158,"","","","129.9","3","19.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2017-6187",6187,"6187_239_12",12,1,"I","2C",3641,3838,NA,2,"",239,"","","","129.9","3","19.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2017-6187",6187,"6187_431_26",26,1,"I","2C",3641,3838,NA,2,"",431,"","","","129.9","3","19.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2017-6188",6188,"6188_172_9",9,1,"I","1C",3642,3837,NA,3,"drain end",172,"","","","128.9","3","20.3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2017-6188",6188,"6188_245_12",12,1,"I","3C",3642,3837,NA,3,"",245,"","","","128.9","3","20.3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2017-6188",6188,"6188_443_26",26,1,"I","3C",3642,3837,NA,3,"",443,"","","","128.9","3","20.3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2017-6189",6189,"6189_176_9",9,0,"I","1C",3643,3850,NA,1,"drain end",176,"","","","126.4","3","20.8","I","2018-02-28_175834","RNA High sensitivity","Sample_#180228-180013","2/28/18 18:00","Out of range","ng/mL","Out of range","ng/uL",10,20,88.65,1310.33,"Red","Far Red",87.47,""
"267","2017-6189",6189,"6189_216_12",12,0,"I","1C",3643,3850,NA,1,"",216,"","","","126.4","3","20.8","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2017-6189",6189,"6189_422_26",26,0,"I","1C",3643,3850,NA,1,"",422,"","","","126.4","3","20.8","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2017-6190",6190,"6190_101_9",9,3,"M","1C",3648,3841,"reserve",1,"valve end",101,"There are 2 tubes recorded as 101 (3C, 8A), but there are no tube #s missing.","","","126.2","3","25.8","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2017-6190",6190,"6190_256_12",12,3,"M","3C",3648,3841,NA,1,"",256,"","","","126.2","3","25.8","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2017-6190",6190,"6190_452_26",26,3,"M","3C",3648,3841,NA,1,"",452,"","","","126.2","3","25.8","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2017-6191",6191,"6191_95_9",9,0,"I","1C",3649,3852,NA,2,"drain end",95,"","","","127.2","3","20.5","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2017-6191",6191,"6191_227_12",12,0,"I","2C",3649,3852,NA,2,"",227,"","","","127.2","3","20.5","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2017-6191",6191,"6191_442_26",26,0,"I","2C",3649,3852,NA,2,"",442,"","","","127.2","3","20.5","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2017-6192",6192,"6192_178_9",9,1,"I","1C",3658,3860,NA,7,"drain end",178,"","","","132.2","3","21.7","I","2018-05-01_142715","RNA High sensitivity","Sample_#180501-142746","5/1/18 14:27","650","ng/mL","26","ng/uL",5,40,88.87,1459.43,"Red","Far Red",1767.05,""
"276","2017-6192",6192,"6192_359_12",12,1,"I","7A",3658,3860,NA,7,"",359,"","","","132.2","3","21.7","I","2018-05-01_142715","RNA High sensitivity","Sample_#180501-142827","5/1/18 14:28","142","ng/mL","5.68","ng/uL",5,40,88.87,1459.43,"Red","Far Red",523.83,""
"277","2017-6192",6192,"6192_463_26",26,1,"I","7A",3658,3860,NA,7,"",463,"","","","132.2","3","21.7","I","2018-05-01_142715","RNA High sensitivity","Sample_#180501-142858","5/1/18 14:28","70.7","ng/mL","2.83","ng/uL",5,40,88.87,1459.43,"Red","Far Red",301.54,""
"278","2017-6193",6193,"6193_174_9",9,1,"I","1C",3662,3866,NA,8,"drain end",174,"","","","130.5","3","19","I","2018-05-01_142715","RNA High sensitivity","Sample_#180501-142805","5/1/18 14:28","84","ng/mL","3.36","ng/uL",5,40,88.87,1459.43,"Red","Far Red",343.77,""
"279","2017-6193",6193,"6193_333_12",12,1,"I","8A",3662,3866,NA,8,"",333,"","","","130.5","3","19","I","2018-05-01_142715","RNA High sensitivity","Sample_#180501-142838","5/1/18 14:28","152","ng/mL","6.08","ng/uL",5,40,88.87,1459.43,"Red","Far Red",554.12,""
"280","2017-6193",6193,"6193_482_26",26,1,"I","8A",3662,3866,NA,8,"",482,"","","","130.5","3","19","I","2018-05-01_142715","RNA High sensitivity","Sample_#180501-142908","5/1/18 14:29","128","ng/mL","5.12","ng/uL",5,40,88.87,1459.43,"Red","Far Red",482.6,""
"281","2017-6194",6194,"6194_98_9",9,0,"M","8A",3663,3862,NA,2,"drain end",98,"","","","130.6","3","27.6","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2017-6194",6194,"6194_235_12",12,0,"M","2C",3663,3862,NA,2,"",235,"","replacement tube","","130.6","3","27.6","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2017-6194",6194,"6194_432_26",26,0,"M","2C",3663,3862,NA,2,"",432,"","","","130.6","3","27.6","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2017-6195",6195,"6195_150_9",9,1,"I","1C",3664,3854,NA,9,"drain end",150,"","","","126.3","3","20.6","I","2018-05-01_175527","RNA High sensitivity","Sample_#180501-175901","5/1/18 17:59","126","ng/mL","5.04","ng/uL",5,40,88.83,1727.58,"Red","Far Red",549.41,""
"285","2017-6195",6195,"6195_304_12",12,1,"I","9A",3664,3854,NA,9,"",304,"#3","","","126.3","3","20.6","I","2018-05-01_175527","RNA High sensitivity","Sample_#180501-175935","5/1/18 17:59","67.2","ng/mL","2.69","ng/uL",5,40,88.83,1727.58,"Red","Far Red",329.79,""
"286","2017-6195",6195,"6195_501_26",26,1,"I","9A",3664,3854,NA,9,"",501,"","","","126.3","3","20.6","I","2018-05-01_175527","RNA High sensitivity","Sample_#180501-180006","5/1/18 18:00","85.2","ng/mL","3.41","ng/uL",5,40,88.83,1727.58,"Red","Far Red",397.85,""
"287","2017-6196",6196,"6196_170_9",9,1,"I","1C",3666,3867,NA,1,"drain end",170,"","","","140.4","3","20","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2017-6196",6196,"6196_203_12",12,1,"I","1C",3666,3867,NA,1,"",203,"","","","140.4","3","20","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2017-6196",6196,"6196_408_26",26,1,"I","1C",3666,3867,NA,1,"",408,"","","","140.4","3","20","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2017-6197",6197,"6197_161_9",9,0,"M","1C",3667,3864,NA,3,"drain end",161,"","","","133.9","3","30.3","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2017-6197",6197,"6197_244_12",12,0,"M","3C",3667,3864,NA,3,"",244,"","","","133.9","3","30.3","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2017-6197",6197,"6197_449_26",26,0,"M","3C",3667,3864,NA,3,"",449,"","","","133.9","3","30.3","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2017-6198",6198,"6198_154_9",9,1,"I","1C",3668,3870,NA,2,"drain end",154,"","","","129.6","3","18.5","I","2018-04-04_135753","RNA High sensitivity","Sample_#180404-135821","4/4/18 13:58","33","ng/mL","1.32","ng/uL",5,40,80.51,1258.54,"Red","Far Red",161.51,""
"294","2017-6198",6198,"6198_230_12",12,1,"I","2C",3668,3870,NA,2,"",230,"","","","129.6","3","18.5","I","2018-04-23_180128","RNA High sensitivity","Sample_#180423-180254","4/23/18 18:02","155","ng/mL","6.2","ng/uL",5,40,90,1716.83,"Red","Far Red",655.47,""
"295","2017-6198",6198,"6198_428_26",26,1,"I","2C",3668,3870,NA,2,"",428,"","","","129.6","3","18.5","I","2018-04-04_135753","RNA High sensitivity","Sample_#180404-135829","4/4/18 13:58","68.8","ng/mL","2.75","ng/uL",5,40,80.51,1258.54,"Red","Far Red",258.27,""
"296","2017-6199",6199,"6199_151_9",9,1,"I","1C",3670,3871,NA,3,"drain end",151,"","","","134.1","3","20.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2017-6199",6199,"6199_254_12",12,1,"I","3C",3670,3871,NA,3,"",254,"","","","134.1","3","20.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2017-6199",6199,"6199_445_26",26,1,"I","3C",3670,3871,NA,3,"",445,"","","","134.1","3","20.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2017-6200",6200,"6200_94_9",9,3,"M","1C",3675,3872,"reserve",1,"valve end",94,"to tank 1","","","130.8","3","28.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2017-6200",6200,"6200_208_12",12,3,"M","1C",3675,3872,NA,1,"",208,"","","","130.8","3","28.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2017-6200",6200,"6200_416_26",26,3,"M","1C",3675,3872,NA,1,"",416,"","","","130.8","3","28.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2017-6201",6201,"6201_163_9",9,1,"I","1C",3678,3881,NA,7,"drain end",163,"","","","134.2","3","20","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2017-6201",6201,"6201_341_12",12,1,"I","7A",3678,3881,NA,7,"",341,"","","","134.2","3","20","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2017-6201",6201,"6201_478_26",26,1,"I","7A",3678,3881,NA,7,"",478,"","","","134.2","3","20","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2017-6202",6202,"6202_109_9",9,1,"I","3C",3679,3893,NA,8,"drain end",109,"","","","141.8","3","22.5","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2017-6202",6202,"6202_337_12",12,1,"I","8A",3679,3893,NA,8,"",337,"","","","141.8","3","22.5","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2017-6202",6202,"6202_495_26",26,1,"I","8A",3679,3893,NA,8,"",495,"","","","141.8","3","22.5","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2017-6203",6203,"6203_113_9",9,0,"M","3C",3687,3892,NA,2,"drain end",113,"","","","133.3","4","28.8","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2017-6203",6203,"6203_222_12",12,0,"M","2C",3687,3892,NA,2,"",222,"","","","133.3","4","28.8","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2017-6203",6203,"6203_425_26",26,0,"M","2C",3687,3892,NA,2,"",425,"","","","133.3","4","28.8","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2017-6204",6204,"6204_114_9",9,3,"M","3C",3701,3709,NA,3,"drain end",114,"","","","133","3","30","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2017-6204",6204,"6204_252_12",12,3,"M","3C",3701,3709,NA,3,"",252,"","","","133","3","30","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2017-6204",6204,"6204_448_26",26,3,"M","3C",3701,3709,NA,3,"",448,"","","","133","3","30","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2017-6205",6205,"6205_121_9",9,0,"I","3C",3703,3728,NA,7,"drain end",121,"discarded first draw; discolored. 2nd draw also discolored","","","130","3","22","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2017-6205",6205,"6205_342_12",12,0,"I","7A",3703,3728,NA,7,"",342,"","","","130","3","22","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2017-6205",6205,"6205_475_26",26,0,"I","7A",3703,3728,NA,7,"",475,"","","","130","3","22","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2017-6206",6206,"6206_103_9",9,1,"I","3C",3706,3900,NA,9,"drain end",103,"","","","131.6","3","19.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2017-6206",6206,"6206_319_12",12,1,"I","9A",3706,3900,NA,9,"",319,"","","","131.6","3","19.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2017-6206",6206,"6206_509_26",26,1,"I","9A",3706,3900,NA,9,"",509,"","","","131.6","3","19.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2017-6207",6207,"6207_128_9",9,1,"I","3C",3707,3913,NA,1,"drain end",128,"","","","119.3","3","19","I","2018-04-23_180128","RNA High sensitivity","Sample_#180423-180153","4/23/18 18:01","133","ng/mL","5.32","ng/uL",5,40,90,1716.83,"Red","Far Red",575.64,""
"321","2017-6207",6207,"6207_202_12",12,1,"I","1C",3707,3913,NA,1,"",202,"","","","119.3","3","19","I","2018-04-23_180128","RNA High sensitivity","Sample_#180423-180204","4/23/18 18:02","117","ng/mL","4.68","ng/uL",5,40,90,1716.83,"Red","Far Red",517.21,""
"322","2017-6207",6207,"6207_412_26",26,1,"I","1C",3707,3913,NA,1,"",412,"","","","119.3","3","19","I","2018-04-23_180128","RNA High sensitivity","Sample_#180423-180214","4/23/18 18:02","125","ng/mL","5","ng/uL",5,40,90,1716.83,"Red","Far Red",543.81,""
"323","2017-6208",6208,"6208_106_9",9,1,"I","3C",3710,3723,NA,2,"drain end",106,"","","","126.2","3","19.1","I","2018-04-23_180128","RNA High sensitivity","Sample_#180423-180223","4/23/18 18:02","77.6","ng/mL","3.1","ng/uL",5,40,90,1716.83,"Red","Far Red",368.3,""
"324","2017-6208",6208,"6208_229_12",12,1,"I","2C",3710,3723,NA,2,"",229,"","","","126.2","3","19.1","I","2018-04-23_180128","RNA High sensitivity","Sample_#180423-180233","4/23/18 18:02","53.1","ng/mL","2.12","ng/uL",5,40,90,1716.83,"Red","Far Red",276.36,""
"325","2017-6208",6208,"6208_435_26",26,1,"I","2C",3710,3723,NA,2,"",435,"","","","126.2","3","19.1","I","2018-04-23_180128","RNA High sensitivity","Sample_#180423-180243","4/23/18 18:02","23","ng/mL","0.92","ng/uL",5,40,90,1716.83,"Red","Far Red",164.05,""
"326","2017-6209",6209,"6209_125_9",9,1,"I","3C",3714,3716,NA,3,"drain end",125,"discolored, pink/brown hemolymph","","","126.8","3","20","I","2018-04-23_174015","RNA High sensitivity","Sample_#180423-174037","4/23/18 17:40","147","ng/mL","5.88","ng/uL",5,40,89.95,1891.37,"Red","Far Red",682.22,""
"327","2017-6209",6209,"6209_251_12",12,1,"I","3C",3714,3716,NA,3,"",251,"","","","126.8","3","20","I","2018-04-23_174015","RNA High sensitivity","Sample_#180423-174047","4/23/18 17:40","120","ng/mL","4.8","ng/uL",5,40,89.95,1891.37,"Red","Far Red",571.61,""
"328","2017-6209",6209,"6209_444_26",26,1,"I","3C",3714,3716,NA,3,"",444,"","","","126.8","3","20","I","2018-04-23_174015","RNA High sensitivity","Sample_#180423-174058","4/23/18 17:40","206","ng/mL","8.24","ng/uL",5,40,89.95,1891.37,"Red","Far Red",916.35,""
"329","2017-6210",6210,"6210_120_9",9,1,"I","3C",3718,3914,NA,4,"anywhere",120,"","","","127.7","3","19","I","2018-04-20_141741","RNA High sensitivity","Sample_#180420-141805","4/20/18 14:18","0","ng/mL","0","ng/uL",5,40,89.46,1781.73,"Red","Far Red",98.2,""
